"","N","S","alpha","H","D","UniqueCounts","J","HD","sample.no","sample.name","eco","lat","long","form"
"1829",245,10,2.09669136328658,5.25280797549453,3.57878352490421,8,0.72039152478799,0.383739840940513,"1829","Fort Bayard Allotment (untreated woodland)","Nearctic","32.800011","-108.150009","rodents"
"1830",880,18,3.20318309699399,6.01967255241088,4.1777566539924,13,0.621038750344244,0.365258447732509,"1830","Memphis","Nearctic","35.116676","-89.966675","carnivores"
"1831",327,16,3.52321871885929,5.7119615398357,3.98959580838323,9,0.628496566337065,0.358872567179195,"1831","Glenn Dale","Nearctic","38.966679","-76.800011","rodents"
"1832",611,9,1.49638621130829,4.36846840792136,3.61111111111111,9,0.671034032727974,0.190396956939469,"1832","Uberlândia","Neotropic","-18.918621","-48.277233","rodents"
"1833",48,7,2.25526525172159,4.79111160352921,4.17777777777778,5,0.805156626991524,0.136982978982321,"1833","Universidade Federal de Lavras (Floresta Estacional Semidecidual Montana)","Neotropic","-21.227789","-44.963898","rodents"
"1834",17,5,2.38722367220414,4.38746461871073,5.03703703703704,4,0.918799981797063,-0.138066495083769,"1834","Universidade Federal de Lavras (Cerrado Sensu Strictu)","Neotropic","-21.226677","-44.984455","rodents"
"1835",142,6,1.26955635694056,3.62964933422771,2.99461561471732,6,0.719480523814251,0.19232016046996,"1835","Fort Sill (Foard soils)","Nearctic","34.633343","-98.500008","rodents"
"1836",319,5,0.841734241898896,2.00957783069929,1.49039139633286,4,0.433644976386291,0.29888589796763,"1836","Fort Sill (Lawton soils)","Nearctic","34.633343","-98.500008","rodents"
"1837",91,4,0.855347389320529,1.51665735503367,1.2530599755202,3,0.300447593540806,0.190920264430385,"1837","Exaltación de la Cruz (autumn)","Neotropic","-34.316677","-59.233341","rodents"
"1838",31,3,0.819997157140788,1.60637689229442,1.31728045325779,2,0.431436340667149,0.198411916980872,"1838","Exaltación de la Cruz (spring)","Neotropic","-34.316677","-59.233341","rodents"
"1839",199,8,1.67069534970481,3.06033725075054,2.11520292033498,7,0.537896882473223,0.369374371238135,"1839","Chamela Biological Station","Neotropic","19.50001","-105.050011","rodents"
"1840",1303,9,1.30264338890583,5.70720989256973,4.9075935086349,9,0.792695606509923,0.150946567752853,"1840","Cuauhtémoc","Neotropic","19.283342","-103.633347","rodents"
"1841",542,8,1.3306629512169,3.28236858645866,2.59805780510712,7,0.571579084085889,0.23380112395385,"1841","Bald Range (old growth)","Nearctic","49.666676","-119.883347","rodents"
"1842",72,5,1.22146794014758,2.26119263140424,1.67168083714846,5,0.506942442948563,0.302062777535014,"1842","Morro do Elefante (live traps)","Neotropic","-29.666677","-53.716679","rodents"
"1843",70,6,1.57113592397675,3.39956227214503,2.79190751445087,5,0.682930215166878,0.196921620692413,"1843","Morro do Elefante (pitfall traps)","Neotropic","-29.666677","-53.716679","rodents"
"1844",137,8,1.8533969653394,3.25350174976843,2.44964501709177,6,0.567331109876182,0.283788754687889,"1844","El Zapotal (terrestrial mammals)","Neotropic","16.752789","-93.116676","rodents"
"1845",478,10,1.78823127978249,5.67374104760142,4.57531002929727,9,0.753869510493294,0.215174234526487,"1845","Refrigério and Tranqüilidade","Neotropic","-8.483343","-35.583344","rodents"
"1846",58,10,3.48340009280189,7.9179795208747,7.79716981132075,9,0.898614374154931,0.0153752391303062,"1846","Serra da Canastra National Park (rat traps)","Neotropic","-20.25001","-46.625011","rodents"
"1847",679,4,0.563819211263028,1.64790269611982,1.36567841610945,4,0.360315529036709,0.18785207281944,"1847","Project ALE (1967)","Nearctic","46.500011","-119.666679","rodents"
"1848",612,8,1.29933377707164,4.48243342235647,3.57987247975185,8,0.721427384961354,0.224838893996942,"1848","Las Vegas Valley","Nearctic","36.35751","-115.340569","rodents"
"1849",69,6,1.57896217827993,3.98585875480499,3.59815950920245,5,0.771729023670855,0.102330318553608,"1849","Santa Rita Experimental Range (1 November 1972)","Nearctic","31.87751","-110.867233","rodents"
"1850",253,9,1.8215367693426,4.17587759934661,2.86157989228007,7,0.650513631784654,0.377950657451762,"1850","Jornada Validation Site (1971)","Nearctic","32.5","-106.800003","rodents"
"1851",833,14,2.39055835921254,8.60825339523713,7.4563842148298,14,0.815716057399571,0.14365083315065,"1851","Cross Bar Cooperative Management Area","Nearctic","35.35001","-101.850014","rodents"
"1852",1041,8,1.1792056139422,4.1412464645865,3.54297158789688,8,0.683355022222374,0.156031014295452,"1852","Chucul","Neotropic","-32.918343","-64.169174","rodents"
"1853",123,6,1.32008439604029,3.77549428914872,3.32285208148804,6,0.741467442739192,0.127707836816137,"1853","Idaho National Engineering Laboratory Site (day 1, grid 1)","Nearctic","43.533344","-112.950012","rodents"
"1854",207,9,1.91889638748999,4.61392120409015,3.3340109460516,9,0.695913425421945,0.324902014553272,"1854","Prince Edward Island National Park","Nearctic","46.450008","-63.233341","rodents"
"1855",600,10,1.70461496269435,3.84429237131945,2.52771057221628,9,0.584816409803514,0.419275566460101,"1855","Playa de Oro","Neotropic","19.133343","-104.516678","rodents"
"1856",615,6,0.922546250968292,3.54066635815799,2.68127982276755,6,0.705627606781319,0.278020719856316,"1856","Rio Negro farm","Neotropic","-19.87501","-56.375011","rodents"
"1857",279,9,1.77790911908294,3.65506277785019,2.82722169570606,7,0.589886569768836,0.256818772462992,"1857","Patuxent Wildlife Research Refuge","Nearctic","39.066677","-76.78334","rodents"
"1858",224,9,1.87925830809989,3.89520418068204,2.44168540424284,8,0.61884711886164,0.467057558878299,"1858","Durham County","Nearctic","36.000011","-79.016678","rodents"
"1859",391,13,2.58720688038405,5.91732778805123,4.69691369432637,10,0.693146223205001,0.23097932759829,"1859","MacIntyre Development (forest habitats)","Nearctic","44.050011","-74.050011","other small mammals"
"1860",22,8,4.52252218573451,6.55996191383005,7,5,0.904562479597786,-0.0649253519347589,"1860","Grand Marais","Nearctic","48.000011","-90.350014","rodents"
"1861",493,9,1.56335785517942,4.88531633697111,3.88188976377953,9,0.721926222999837,0.229911952614652,"1861","Organ Pipe Cactus National Monument (Flats)","Nearctic","32.091679","-112.76918","rodents"
"1862",342,6,1.0336371907498,4.47471100530048,3.95704397394137,6,0.836296275004984,0.122944494529242,"1862","Organ Pipe Cactus National Monument (Uplands)","Nearctic","32.091679","-112.76918","rodents"
"1863",3183,16,2.19821806212093,4.37384422981411,3.86966485313446,11,0.532225460281892,0.122474406832113,"1863","Southern Atherton Tableland","Australasia","-17.516678","145.616684","other small mammals"
"1864",130,5,1.03227282739753,2.61763693465999,2.30167444413945,5,0.597893196137765,0.128635100201771,"1864","Beerwah (scribbly gum forest)","Australasia","-26.866676","152.966675","rodents"
"1865",133,7,1.57344233565579,3.40052658460816,2.5253164556962,7,0.628975751038606,0.297563913592815,"1865","Dinner Creek","Australasia","-17.416677","145.950012","rodents"
"1866",205,13,3.08743235590022,5.83674019501753,4.1512805241215,10,0.687800111951427,0.340755608534756,"1866","SB Forest Experiment","Indomalaya","3.20001","101.583344","other small mammals"
"1867",85,1,0.159178630078478,1,1,1,NA,0,"1867","Necoclí (urban)","Neotropic","8.416677","-76.78334","rodents"
"1868",148,3,0.532824806912644,2.25833466849957,1.86971467858371,2,0.741506059706111,0.188841828387243,"1868","Necoclí (rural)","Neotropic","8.416677","-76.78334","rodents"
"1869",139,7,1.55388728229184,3.30700855313655,2.50026068821689,7,0.614645039469203,0.279649018645003,"1869","Burca","Neotropic","-36.533344","-72.916679","rodents"
"1870",65,6,1.61239646102631,5.066055694709,5.07317073170732,6,0.905569398799625,-0.00140346765462557,"1870","Fray Jorge National Park","Neotropic","-30.650009","-71.650009","other small mammals"
"1871",92,5,1.13429273354023,3.69138032869297,3.36224899598394,5,0.811463710921275,0.0933903668140285,"1871","Dichato","Neotropic","-36.516678","-72.900009","rodents"
"1872",91,7,1.76742037770359,4.09471579421565,3.39834024896266,6,0.724441111764052,0.18641016141217,"1872","Tuanan Study Area (F1)","Indomalaya","-2.15001","114.433342","rodents"
"1873",123,7,1.60945952984913,3.7393728512149,2.81116523042338,6,0.677789727940313,0.28531884038329,"1873","Tuanan Study Area (F2)","Indomalaya","-2.15001","114.433342","rodents"
"1874",54,5,1.34513726943637,2.40096933720329,1.7710396039604,5,0.544210211246233,0.304305825278102,"1874","Block A North-West (NF1)","Indomalaya","-2.283343","114.516678","rodents"
"1875",95,5,1.12388738114499,2.29340190913702,1.75925925925926,4,0.515730528439411,0.265143420033795,"1875","Block A North-West (NF2)","Indomalaya","-2.283343","114.516678","rodents"
"1876",1393,24,4.11908512702162,9.03627100082205,6.50039892992913,21,0.692639806278085,0.329383040539983,"1876","Billa Kalina Station","Australasia","-29.917233","136.187225","frogs"
"1877",112,15,4.65718775397247,9.53220652487054,7.26168224299065,9,0.832582876256258,0.272064709574275,"1877","Chebera Churchura National Park (grassland)","Afrotropic","7.033343","36.700008","rodents"
"1878",226,12,2.70413590929436,6.97360469621973,5.05266295707472,10,0.781571518716413,0.322216841606838,"1878","Chebera Churchura National Park (agricultural field)","Afrotropic","7.033343","36.700008","rodents"
"1879",156,13,3.37146518666259,6.38735700786367,4.97530864197531,9,0.722946269344664,0.249833161760567,"1879","Enkombe Sawmill","Afrotropic","-0.283343","30.116676","rodents"
"1880",75,7,1.88854977422061,4.37854472647831,3.45149253731343,6,0.758882117793516,0.237909657949424,"1880","Mt. Tapulao (Site 5)","Indomalaya","15.481954","120.119453","other small mammals"
"1882",47,13,5.94503846187779,8.18975826686993,6.39644970414201,4,0.819854152545864,0.247141279068551,"1882","Fazenda Sta Emília (acurí forest)","Neotropic","-19.506678","-55.613068","other large mammals"
"1883",1330,30,5.45384592855915,12.1381475175225,8.8097469073655,20,0.733963043180707,0.320494469048902,"1883","Merapoh","Indomalaya","4.55001","102.500008","primates"
"1884",2121,27,4.36288607615597,9.47640718404744,5.66779185878545,20,0.682316918838954,0.514005656415809,"1884","Jerangau Forest Reserve","Indomalaya","4.92501","103.095009","primates"
"1885",212,15,3.68620325146256,6.71770705149494,5.265065913371,10,0.703364687611178,0.243653219067286,"1885","Lambir Hills National Park (camera traps)","Indomalaya","4.033343","113.833344","ungulates"
"1886",94,24,10.4093846019147,14.8985217967873,11.3828125,9,0.849973645495141,0.269157457485051,"1886","Planted Forest Zone","Indomalaya","2.883343","112.850014","primates"
"1887",15,5,2.62630736258448,3.62144323612956,3.28125,4,0.799578921594907,0.0986481830402192,"1887","Savandurga State Forest (monsoon)","Indomalaya","12.918899","77.303062","carnivores"
"1888",39,4,1.1169430077623,2.08157098983653,1.7073732718894,3,0.528836380473437,0.198166801009697,"1888","Savandurga State Forest (winter)","Indomalaya","12.918899","77.303062","other small mammals"
"1889",47,11,4.52050579071972,8.36560860818394,7.89051094890511,8,0.885830633387347,0.0584681964884229,"1889","Caxiuanã National Forest (March)","Neotropic","-1.708343","-51.529179","rodents"
"1890",108,14,4.28740206045131,6.86409184836049,4.59665871121718,9,0.729921143300197,0.400974070831601,"1890","Fazenda Cauaia (camera trapping)","Neotropic","-19.483067","-44.016953","other small mammals"
"1891",102,9,2.38048811001465,5.19865079537764,3.80147601476015,8,0.750218774401397,0.313009713242022,"1891","Nanzihshian (camera traps, April)","Indomalaya","23.091677","120.891678","ungulates"
"1892",48,14,6.64421156070809,8.76531299929363,6.33707865168539,5,0.82256728700265,0.324384346100164,"1892","Estação Biológica de Santa Lúcia (primary forest)","Neotropic","-19.968065","-40.532787","other small mammals"
"1893",434,16,3.26765905255343,8.31980732993807,6.08555699481865,14,0.764137529706935,0.312720839141431,"1893","Estrada do Porto (2005)","Neotropic","-27.166677","-53.916676","other small mammals"
"1894",428,25,5.79236678056824,13.3625869591179,9.71692896639728,17,0.80539260446134,0.318589165437728,"1894","Los Amigos Conservation Concession (2005)","Neotropic","-12.55001","-70.091675","other small mammals"
"1895",725,31,6.58013152047797,16.2402639340877,11.1918976545842,23,0.811736742367505,0.372303493894447,"1895","Los Amigos Conservation Concession (2006)","Neotropic","-12.55001","-70.091675","other small mammals"
"1896",2056,5,0.616308081802101,1.04669254328525,1.01275787083734,5,0.028354765025654,0.0329580590124221,"1896","Mt. Ohdaigahara (eastern area)","Palearctic","34.110001","136.029999","ungulates"
"1897",383,35,9.37215128245855,20.3077029687322,15.2402083333333,17,0.846893248870468,0.287063050328796,"1897","Waterberg Plateau Park (surrounding flatlands)","Afrotropic","-20.46133","17.20812","ungulates"
"1898",388,41,11.5775341236588,20.8339825169353,15.5119834710744,19,0.81769934011178,0.294972576019218,"1898","Waterberg Escarpment","Afrotropic","-20.46133","17.20812","ungulates"
"1899",351,41,12.0352475498445,26.0939873736562,21.2837837837838,17,0.878320081144652,0.203759460908676,"1899","Waterberg Plateau Park","Afrotropic","-20.46133","17.20812","ungulates"
"1900",313,10,1.97081988292464,4.47568578114968,2.91058655221745,9,0.650859588959317,0.430304961962021,"1900","Yaylacik Research Forest","Palearctic","41.200008","32.329178","carnivores"
"1901",2079,42,7.45414169690509,11.8592614730267,8.10479177844732,23,0.661671408604613,0.380653656876783,"1901","Hala-Bala Wildlife Sanctuary","Indomalaya","5.841677","101.808342","other small mammals"
"1902",9193,15,1.75107692119814,9.31379002548521,7.63369214728096,15,0.824023165977558,0.198924473357066,"1902","Hong Kong Special Administrative Region (camera traps)","Indomalaya","22.299999","114.199997","rodents"
"1903",661,13,2.29401765795286,3.23512091696572,2.05670482188991,10,0.457734692332917,0.452961203937665,"1903","Kangaroo Valley (low cattle disturbance)","Australasia","-34.733341","150.53334","ungulates"
"1904",60,6,1.65977376777529,3.67169860135347,3.28996282527881,5,0.725909036054046,0.109778123741956,"1904","SaryChat Ertash Zapovednik (ridge)","Palearctic","41.962231","78.534454","carnivores"
"1905",55,8,2.57447013980228,4.57357432575801,3.69402985074627,6,0.731107365562073,0.213577064760102,"1905","Jangart Hunting Reserve (ridge)","Palearctic","41.85751","78.982513","carnivores"
"1906",215,13,3.04323288522196,5.7646954032711,4.14280569061768,7,0.682957857127618,0.33037905546483,"1906","Rivera (gallery forest)","Neotropic","-31.183344","-55.766678","carnivores"
"1907",103,10,2.73653318530184,6.17759524874546,4.61599297012302,8,0.790819450259574,0.291402071149756,"1907","Rivera (plantation)","Neotropic","-31.183344","-55.766678","carnivores"
"1908",41,7,2.42674200343904,4.39323743091435,3.36065573770492,6,0.760603675255946,0.26793029612422,"1908","Rivera (grassland)","Neotropic","-31.183344","-55.766678","carnivores"
"1909",607,19,3.72599005780963,9.76364396295385,7.08533014870175,16,0.773887896379425,0.320639217283535,"1909","La Reserva Natural Sierra Nanchititla","Neotropic","18.913343","-100.440567","other small mammals"
"1910",391,8,1.42372411021297,3.9286305476411,2.81825238412065,6,0.658008833895422,0.332173933094474,"1910","Nuristan Province","Palearctic","35.166676","70.883347","carnivores"
"1911",1598,21,3.41425488118312,6.85210753503196,5.36234850140362,15,0.632137326516295,0.245154241932808,"1911","Chorongo","Neotropic","-0.634454","-76.148064","birds"
"1912",103,13,3.93731264966656,8.03359349531758,7.004,9,0.812348177772783,0.137150522189744,"1912","Uacari Sustainable Development Reserve","Neotropic","-5.433343","-67.28334","other large mammals"
"1913",445,26,6.02454283310282,15.898945717622,12.6459293394777,18,0.849039544310071,0.228917427918029,"1913","Khao Yai National Park","Indomalaya","14.441399","101.369736","primates"
"1914",213,24,6.94602769900228,11.8545639299859,7.29970902036857,14,0.77805885840937,0.484878448067627,"1914","Goonoo State Conservation Area (on-track, pre-baiting)","Australasia","-32.000011","148.916672","ungulates"
"1915",707,23,4.55294474756802,9.79852742877991,6.79511544325855,20,0.727869979929243,0.366028075115796,"1915","Phnom Prich Wildlife Sanctuary","Indomalaya","12.8","106.5","ungulates"
"1916",1702,12,1.74291307618788,2.75795073515233,1.72539477071831,11,0.408259970961796,0.469032039794334,"1916","Tapiraí and Piedade Municipalities","Neotropic","-23.833344","-47.466679","other small mammals"
"1917",1482,13,1.96108887145442,5.81742649968028,4.85367601204771,12,0.686507894061944,0.181121623280611,"1917","Jabal Moussa Biosphere Reserve (spring)","Palearctic","34.066677","35.766678","other small mammals"
"1918",3883,36,5.4846025992455,14.4811456716233,10.0266107038806,27,0.745872297788853,0.367604875793066,"1918","Deramakot Forest Reserve","Indomalaya","5.341677","117.450012","birds"
"1919",226,21,5.65669167423802,14.2649452433368,12.1013802950976,13,0.87297932614785,0.164485626054042,"1919","Wanglang National Nature Reserve","Palearctic","32.933342","104.050011","rodents"
"1920",372,17,3.67366530378778,6.9666817875985,4.78377816291161,11,0.685136911712381,0.375908395824648,"1920","Estación Científica Las Joyas","Neotropic","19.585011","-104.263901","other small mammals"
"1921",344,13,2.67180519354524,4.80726843589764,2.9308957225893,10,0.612148160154964,0.494820946382376,"1921","Salt Pond Mountain","Nearctic","37.375999","-80.522003","ungulates"
"1922",2051,9,1.2103692759072,5.08180345215584,4.56176344860659,8,0.739872576351258,0.107956938901468,"1922","Haw River","Nearctic","36.040001","-79.400002","carnivores"
"1923",3354,10,1.26902998863561,3.67669697486448,3.22393494544003,10,0.56545783776463,0.131412141726072,"1923","Rocky River","Nearctic","35.700001","-79.269997","carnivores"
"1924",332,9,1.70575665022453,5.82883565465995,4.63288364249578,9,0.802292711640688,0.229637773052751,"1924","Richlands","Nearctic","37.10001","-81.800011","birds"
"1925",124,7,1.6056435910221,5.08933532569952,4.35522558537978,7,0.836188268242266,0.155770829561956,"1925","Fayette County","Nearctic","42.866676","-91.850014","rodents"
"1926",306,16,3.58971834755929,5.77752241086212,4.0656037637219,9,0.63261273772026,0.351412682816886,"1926","Ecoparque Panama","Neotropic","8.97","-79.669998","carnivores"
"1927",232,14,3.27537046435843,6.22407151264249,4.51187068530056,10,0.69283234437999,0.321712423018236,"1927","Tolistoque (dry season)","Neotropic","16.566677","-94.875008","other small mammals"
"1928",112,15,4.65718775397247,6.65324647039994,4.25753424657534,9,0.699804208137479,0.446414749233771,"1928","Tolistoque (rainy season)","Neotropic","16.566677","-94.875008","other small mammals"
"1929",343,18,4.04262394623368,8.54288233443703,5.88176895306859,13,0.742153134759882,0.373240901718917,"1929","Abra-Tanchipa Biosphere Reserve (survey 1)","Nearctic","22.233343","-98.950012","ungulates"
"1930",116,18,5.96435815732403,10.6145652430035,7.80116959064328,10,0.817274501458142,0.307953467490373,"1930","Rio Sikre","Neotropic","15.416677","-84.550011","other small mammals"
"1931",435,18,3.78766734549212,10.6250844277944,9.07382485821398,13,0.817617199056914,0.157823781366021,"1931","Ben Boyd National Park and Nadgee Nature Reserve","Australasia","-37.250011","150.050003","other small mammals"
"1932",1396,13,1.98212570804222,7.85605644936035,6.14704266964641,12,0.803635654848,0.245313657094774,"1932","Taunton National Park","Australasia","-22.566677","149.18335","carnivores"
"1933",350,20,4.60396221971624,9.52583360431876,7.20054232492337,14,0.752406166130148,0.279851088605706,"1933","Acambuco","Neotropic","-22.164177","-63.911121","other small mammals"
"1934",625,24,4.95286682465381,9.85060357323452,6.48098909864398,18,0.719790428951524,0.41865959238147,"1934","Bwindi Impenetrable National Park","Afrotropic","-0.02501","29.708344","ungulates"
"1935",380,19,4.20920869804299,10.4503505824552,7.75051124744376,16,0.796972035424116,0.298876717806784,"1935","Nonggang National Nature Reserve","Indomalaya","22.383343","106.883347","other small mammals"
"1936",99,5,1.11081999904112,3.32942790340829,2.92934782608696,5,0.747341962782219,0.128020675154606,"1936","Khunjerab National Park","Palearctic","36.866676","75.03334","carnivores"
"1937",1786,20,3.15419328713863,5.90165039191768,3.75400068297163,16,0.592587012835053,0.452409919142913,"1937","Gutianshan National Nature Reserve","Indomalaya","29.253899","118.120285","birds"
"1938",132,20,6.5552086051493,11.8016011073485,9.34702702702703,10,0.823917154119452,0.233176881615246,"1938","Santa Rosa (control)","Neotropic","-17.116676","-61.816677","other small mammals"
"1939",605,22,4.47740748681305,8.26746300021611,5.54170457992114,16,0.683370650001799,0.400025551194694,"1939","Namib-Naukluft National Park","Afrotropic","-22.658342","15.041677","ungulates"
"1940",1948,15,2.2117694240085,5.56131049574322,3.37215997496279,14,0.633604864660311,0.500280299988643,"1940","Hawf","Palearctic","16.583344","52.891678","carnivores"
"1941",185,15,3.85426139960731,7.6813886951101,6.04403409090909,10,0.752866527237808,0.239728665640036,"1941","Iguazú National Park (on roads)","Neotropic","-25.60001","-54.500011","carnivores"
"1942",6722,26,3.42952264931049,3.88565805733681,2.50954061280289,16,0.416590588327947,0.437192639998334,"1942","Altun Mountains","Palearctic","39.133343","91.641678","ungulates"
"1943",1179,17,2.8145712183209,6.42059082569264,4.45851149890211,15,0.656325492145733,0.364695176705501,"1943","Parque Nacional Natural Farallones de Cali (forest)","Neotropic","3.25001","-76.650009","rodents"
"1944",1133,14,2.24937320670256,4.14845168524892,2.6065032719587,12,0.539107339871087,0.464725596203555,"1944","Parque Nacional Natural Farallones de Cali (scrub)","Neotropic","3.25001","-76.650009","rodents"
"1945",1257,26,4.6379815608338,9.38147491494697,6.19902310313958,19,0.6871303428032,0.414345275429834,"1945","Mwanihana","Afrotropic","-7.75001","36.866676","other large mammals"
"1946",11267,26,3.1813593347007,10.2513454175945,6.41263387774077,26,0.714346223343344,0.469138869324323,"1946","Mudumalai Tiger Reserve","Indomalaya","11.62501","76.558342","carnivores"
"1947",215,10,2.17140537351863,4.15034286756418,2.6219512195122,8,0.6180839760712,0.459272168656624,"1947","Groenefontein Nature Reserve (fynbos)","Afrotropic","-33.646252","21.650999","carnivores"
"1948",355,18,4.00338901685097,7.32048309308153,5.22188980304163,12,0.688726741354247,0.337816954507089,"1948","Groenefontein Nature Reserve (riverine vegetation)","Afrotropic","-33.646252","21.650999","other large mammals"
"1949",232,13,2.97545111163892,5.84237463612833,4.1947401377583,11,0.688176288874823,0.331305937676487,"1949","Groenefontein Nature Reserve (thicket vegetation)","Afrotropic","-33.646252","21.650999","other large mammals"
"1950",3319,26,3.8451505081642,10.276604528457,8.1874700751504,21,0.715101556841212,0.227264960666897,"1950","Drakensberg Midlands","Afrotropic","-29.316677","29.85001","carnivores"
"1951",432,20,4.33730010121572,9.99081599163878,7.65844027640671,16,0.768315076246417,0.265857926418258,"1951","Shennongjia National Nature Reserve","Palearctic","31.47501","110.300011","primates"
"1952",52,4,1.00995449985924,2.16756653650762,1.65336658354115,4,0.558038139841494,0.270791563672803,"1952","Capay","Nearctic","38.700008","-122.050011","carnivores"
"1953",2782,38,6.22479355606304,9.34819916552055,4.71233055265902,27,0.614468942860816,0.685001126999979,"1953","Ruaha National Park (dry season, random placement)","Afrotropic","-7.641677","34.908344","primates"
"1954",738,34,7.36356656618373,15.6143163975776,9.92130896355478,23,0.779327068806315,0.453503346640279,"1954","Hukaung Valley Wildlife Sanctuary (Outside the Core)","Indomalaya","26.433344","96.566673","carnivores"
"1955",714,15,2.68478738081622,5.57342635514016,3.15482815462985,14,0.634408479084135,0.569075982484187,"1955","Uzungwa Scarp Forest Reserve (2013 - 2014)","Afrotropic","-8.366677","35.983341","other large mammals"
"1956",982,22,3.99347373452578,9.06594920427908,6.68950336092439,17,0.713198082163712,0.303985914272477,"1956","Mwanihana Forest (2013)","Afrotropic","-7.75001","36.866676","other large mammals"
"1957",160,7,1.49497012043618,5.03279962362244,4.3265306122449,5,0.830447600714386,0.151210437927371,"1957","Garden Route National Park (Site 1)","Afrotropic","-33.983341","22.583344","ungulates"
"1958",501,19,3.90847612761347,7.71692583897151,5.63427800269906,14,0.693991654030623,0.31454706535509,"1958","Krau Wildlife Reserve (fruit garden)","Indomalaya","3.55001","102.500008","ungulates"
"1959",342,14,2.93761912620811,7.28553219982159,5.40767875359362,12,0.752499943403985,0.298070556271248,"1959","Krau Wildlife Reserve (control)","Indomalaya","3.55001","102.500008","ungulates"
"1960",4997,16,2.05172300584895,4.24596268317454,2.82320023757165,13,0.52152292294297,0.40809749701251,"1960","North Selangor Peat Swamp Forest","Indomalaya","3.60001","101.266678","ungulates"
"1961",1667,9,1.2507288130634,2.08335301728571,1.46069175608766,9,0.334048067231496,0.355068494283371,"1961","Gouli Region","Palearctic","36.300011","98.083344","carnivores"
"1962",3305,24,3.50338251615993,7.42582010637213,4.95744298340394,17,0.630877649547719,0.404073050358737,"1962","Western Trento Province (2012)","Palearctic","46.166676","10.75001","carnivores"
"1963",81,12,3.89344656079404,8.80529042104978,7.92176039119804,8,0.875426336535065,0.105739272311957,"1963","Valparai Plateau","Indomalaya","10.37","76.970001","rodents"
"1964",66,8,2.38334756547432,4.7554464330515,3.3411214953271,6,0.749860261716073,0.352984050995159,"1964","Querocoto (dry season)","Neotropic","-6.366677","-79.03334","rodents"
"1965",185,8,1.70321355448319,6.16479413281776,4.99559729967713,8,0.874684239354443,0.210297758699858,"1965","Boulder County","Nearctic","40.133343","-105.28334","carnivores"
"1966",2966,14,1.904385717741,3.38315038926613,1.99605110906229,13,0.461834356359864,0.527636559915563,"1966","North Fork of the Cache la Poudre River","Nearctic","40.833344","-105.250008","ungulates"
"1967",166,11,2.64805803198721,5.58525580534514,3.70535714285714,9,0.717350024913838,0.410350584747081,"1967","Marmaris","Palearctic","36.866676","28.316677","ungulates"
"1968",1585,9,1.26099235323865,4.12385520879258,2.79572574574512,9,0.644808214299993,0.3886967246416,"1968","Suojia Township","Palearctic","34.166676","94.200012","carnivores"
"1969",233,17,4.21900721285516,10.2947858431256,8.67394094993582,12,0.82296574775327,0.17131430055434,"1969","Nangunhe Nature Reserve","Indomalaya","23.25001","99.000008","ungulates"
"1970",4317,44,6.81947204068123,4.56581925178275,2.31076185978399,26,0.401300703334772,0.681020682054727,"1970","Mount Kalamaili Ungulate Nature Reserve","Palearctic","45.300011","89.250008","ungulates"
"1971",2425,7,0.884166461463459,1.18805144385796,1.05922750740785,7,0.0885521476915607,0.114774647065505,"1971","Northern Velebit National Park","Palearctic","44.965286","15.001121","ungulates"
"1972",2228,20,3.02946141233217,5.9844694156487,3.74222481001355,17,0.597238844912331,0.469487379174376,"1972","Raleigh-Durham","Nearctic","35.783344","-78.633347","birds"
"1973",634,10,1.68560786856568,4.79983615877414,3.06259157509158,10,0.681226413093354,0.449320306248055,"1973","Ciglikara Nature Reserve","Palearctic","36.516678","29.816677","other small mammals"
"1974",1327,26,4.58434294789094,11.6724000075982,7.5579733177558,22,0.754190998534499,0.434624006742481,"1974","Khao Ang Rue Nai Wildlife Sanctuary","Indomalaya","13.266677","101.90834","ungulates"
"1975",91,7,1.76742037770359,3.55497266593289,2.40175953079179,5,0.651801613210983,0.392145767748324,"1975","Puracé National Park - Cusiyaco Lagoon","Neotropic","1.914454","-76.62529","primates"
"1976",3072,19,2.69969872016397,4.61121803248729,3.16861010705436,14,0.519111466807385,0.375198997692265,"1976","North of the Michigamme Reservoir","Nearctic","46.216679","-88.233345","ungulates"
"1977",183,13,3.19878421861046,4.30837727520752,2.99730021598272,7,0.569430864862893,0.362849375464807,"1977","Xishuangbanna National Nature Reserve","Indomalaya","21.783342","101.050011","rodents"
"1978",6339,33,4.55924663860019,11.0019611557497,7.71691346372147,27,0.685848236171898,0.354659070101066,"1978","PT. REA Kaltim Estates","Indomalaya","0.493066","116.258064","other small mammals"
"1979",564,27,5.90949685804874,11.5262878517011,8.32150531998532,16,0.741732806025023,0.325787160471614,"1979","Imbak Canyon Conservation Area","Indomalaya","5.026677","117.045013","carnivores"
"1980",70,9,2.74679006832002,5.22975381852492,3.95901639344262,5,0.752933597687527,0.2783685970219,"1980","Carlos Botelho State Park","Neotropic","-24.133343","-47.966679","other small mammals"
"1981",85,11,3.36630895998355,6.59527770397722,5.18142235123367,7,0.786670675296731,0.241274289783106,"1981","Serra do Japi Biological Reserve (2006/2007)","Neotropic","-23.275009","-46.791676","other small mammals"
"1982",42,9,3.51382593577581,5.23093867650657,3.96774193548387,5,0.753036698339611,0.276393590340643,"1982","Serra do Japi Biological Reserve (2009/2010)","Neotropic","-23.275009","-46.791676","other large mammals"
